SY99 8AD,52.7131530000,-2.7491160000
SY99 8AE,52.7122820000,-2.7504330000
SY99 8AG,52.7122820000,-2.7504330000
SY99 8AH,52.7122820000,-2.7504330000
SY99 8AJ,52.7131530000,-2.7491160000
SY99 8AL,52.7131530000,-2.7491160000
SY99 8AN,52.7131530000,-2.7491160000
SY99 8AP,52.7131530000,-2.7491160000
SY5 6WP,52.7131450000,-2.7491160000
SY4 4WZ,52.7131450000,-2.7491160000
SY4 4ZZ,52.7132350000,-2.7491160000
SY4 4EE,52.7459160000,-2.7044510000
SY4 4EG,52.7757750000,-2.7114990000
SY4 4EH,52.7770530000,-2.7110760000
SY4 4EQ,52.7774610000,-2.7104900000
SY4 4FD,52.7761160000,-2.7115210000
SY4 4NG,52.7743160000,-2.7087340000
SY4 4RR,52.7349900000,-2.7005280000
SY4 4RT,52.7523850000,-2.7005550000
SY4 4SA,52.7245500000,-2.7102210000
SY4 4SB,52.7246090000,-2.7092160000
SY4 4SD,52.7248720000,-2.7099130000
SY4 4SE,52.7247160000,-2.7044620000
SY4 3EU,52.7972900000,-2.7345580000
SY4 3EX,52.7977000000,-2.7346210000
SY4 3EY,52.7961360000,-2.7365270000
SY4 3EZ,52.7962700000,-2.7410070000
SY4 3HA,52.7961850000,-2.7413620000
SY4 3HB,52.7962120000,-2.7502310000
SY4 3HF,52.7935810000,-2.7581940000
SY4 3HG,52.7937310000,-2.7581350000
SY4 3HH,52.7216240000,-2.7679730000
SY4 3HJ,52.7279450000,-2.7793550000
SY4 3HL,52.7270810000,-2.7721860000
SY4 3HN,52.7288340000,-2.7845520000
SY4 3HP,52.7591950000,-2.7469420000
SY4 3HR,52.7362000000,-2.7770860000
SY4 3HS,52.7382810000,-2.7832550000
SY4 3HT,52.7400270000,-2.7857600000
SY4 3HU,52.7416480000,-2.7785310000
SY4 3HW,52.7282510000,-2.7856220000
SY4 3HX,52.7468440000,-2.7816480000
SY4 3HY,52.7535930000,-2.7793090000
SY4 3HZ,52.7540720000,-2.7784260000
SY4 3JA,52.7555820000,-2.7730890000
SY4 3JB,52.7484180000,-2.7686960000
