185000,2001-12-31 00:00:00Z,TF9 3SJ,Detached,Established,Freehold,STAARR HOUSE,,TALBOT WAY,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.9103130000,-2.4860610000
210000,2014-10-10 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 12,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
210000,2014-10-10 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 11,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
120000,2015-01-09 00:00:00Z,TF9 3SJ,Other,Established,Freehold,UNIT 8,,TALBOT WAY,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9103130000,-2.4860610000
130000,2016-02-23 00:00:00Z,TF9 3SJ,Other,Established,Freehold,UNIT 11,,TALBOT WAY,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9103130000,-2.4860610000
360000,2017-11-24 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 3-4,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
300000,2017-08-29 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 3-4,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
685000,2017-12-18 00:00:00Z,TF9 3SN,Other,Established,Freehold,UNIT 7,,BERT SMITH WAY,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9100520000,-2.4884070000
685000,2017-12-18 00:00:00Z,TF9 3SN,Other,Established,Freehold,THE OLD COAL YARD,,BERT SMITH WAY,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9100520000,-2.4884070000
350000,2019-04-01 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 3-4,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
3600000,2019-09-20 00:00:00Z,TF9 3TX,Other,Established,Freehold,ADDERLEY ROAD WORKS,,ADDERLEY ROAD,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9116970000,-2.4884110000
428400,2019-08-16 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 3-4,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
420000,2020-05-27 00:00:00Z,TF9 1QS,Other,Established,Freehold,UNIT 3-4,,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
245000,2021-05-28 00:00:00Z,TF9 1QS,Other,Established,Freehold,"UNITS, 5 - 8",,MAER LANE INDUSTRIAL ESTATE,,MARKET DRAYTON,SHROPSHIRE,SHROPSHIRE,Additional,Addition,52.9112610000,-2.4829940000
