68000,1995-04-07 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,HILLSIDE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
90000,1995-02-15 00:00:00Z,PL13 1PR,Detached,Established,Freehold,HIGHER WRINGWORTHY FARM,THE OLD FARM HOUSE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
38900,1995-04-20 00:00:00Z,PL13 1PR,Terraced,Established,Freehold,HIGHER WRINGWORTHY FARM,CURLEW COTTAGE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
67500,1998-02-20 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,PRIMROSE COTTAGE,,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
85000,2001-04-06 00:00:00Z,PL13 1PR,Terraced,Established,Freehold,HIGHER WRINGWORTHY FARM,CURLEW COTTAGE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
249950,2002-03-25 00:00:00Z,PL13 1PR,Detached,Established,Freehold,LITTLE ACRE,,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
267000,2005-04-15 00:00:00Z,PL13 1PR,Terraced,Established,Freehold,HIGHER WRINGWORTHY FARM,CURLEW COTTAGE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
400000,2007-03-27 00:00:00Z,PL13 1PR,Detached,Established,Freehold,HIGHER WRINGWORTHY FARM,,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
195000,2007-07-25 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,WELL CROFT,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
247000,2007-08-10 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,HILLSIDE,,MORVAL,LOOE,CARADON,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
249950,2009-07-10 00:00:00Z,PL13 1PR,Terraced,Established,Freehold,HIGHER WRINGWORTHY FARM,CURLEW COTTAGE,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
282500,2015-08-28 00:00:00Z,PL13 1PR,Terraced,Established,Freehold,WRINGWORTHY,SNAPS COTTAGE,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
240000,2017-06-06 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,HILLSIDE,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
215000,2017-10-13 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,WELL CROFT,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
277000,2017-01-27 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,PRIMROSE COTTAGE,,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
330000,2017-12-15 00:00:00Z,PL13 1PR,Detached,Established,Freehold,HIGHER WRINGWORTHY FARM,THE OLD FARM HOUSE,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
360000,2018-11-09 00:00:00Z,PL13 1PR,Other,Established,Freehold,MIDDLE WRINGWORTHY COTTAGE,,,MORVAL,LOOE,CORNWALL,CORNWALL,Additional,Addition,50.3949630000,-4.4419420000
140000,2019-07-08 00:00:00Z,PL13 1PR,Semi-Detached,Established,Freehold,GELLIES HILL,GELLIES COTTAGE,,MORVAL,LOOE,CORNWALL,CORNWALL,Standard,Addition,50.3949630000,-4.4419420000
