130000,1995-05-04 00:00:00Z,TQ9 7DU,Semi-Detached,New Build,Freehold,HIGHER BOWDEN,EAGLE BARN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4173340000,-3.6851190000
70000,2009-10-01 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,PHOENIX ROOST,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
125000,2009-12-22 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,BEECH,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
140000,2010-02-02 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,MALLORN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
120000,2010-01-28 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,HAZEL COTTAGE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
120000,2010-09-06 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,SPINDLE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
165000,2011-12-21 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,TRYST COTTAGE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
135000,2011-06-01 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,REDWOOD,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
285000,2012-06-01 00:00:00Z,TQ9 7PW,Terraced,Established,Leasehold,BOWDEN HOUSE,CORNER HOUSE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
135000,2012-04-27 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,BLACKTHORN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
114300,2013-02-01 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,SINGER COTTAGE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
150000,2014-10-01 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,SPINDLE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
500000,2014-12-22 00:00:00Z,TQ9 7PW,Other,Established,Leasehold,BOWDEN HOUSE,,,,TOTNES,SOUTH HAMS,DEVON,Additional,Addition,50.4177950000,-3.6880210000
150000,2015-06-10 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,BEECH,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
400000,2015-03-19 00:00:00Z,TQ9 7DU,Semi-Detached,Established,Freehold,HIGHER BOWDEN,EAGLE BARN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4173340000,-3.6851190000
185000,2015-01-19 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,BLACKTHORN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
245000,2015-08-18 00:00:00Z,TQ9 7PW,Terraced,Established,Leasehold,BOWDEN HOUSE,TRIST COTTAGE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
225000,2016-09-15 00:00:00Z,TQ9 7PW,Terraced,Established,Leasehold,BOWDEN HOUSE,MISTLETOE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
265000,2017-02-08 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,LINDEN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
170950,2017-07-21 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,SPINDLE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
230000,2017-11-24 00:00:00Z,TQ9 7PW,Flats/Maisonettes,New Build,Leasehold,BOWDEN HOUSE,WILLOW,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
225000,2018-02-28 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,BLACKTHORN,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
443000,2018-03-21 00:00:00Z,TQ9 7PW,Terraced,Established,Leasehold,BOWDEN HOUSE,APPLE HOUSE,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
222500,2020-02-03 00:00:00Z,TQ9 7PW,Flats/Maisonettes,Established,Leasehold,BOWDEN HOUSE,BEECH,,,TOTNES,SOUTH HAMS,DEVON,Standard,Addition,50.4177950000,-3.6880210000
