825000,2016-11-25 00:00:00Z,NE61 3DF,Other,Established,Freehold,HEBRON HILL,THE SYCAMORE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Additional,Addition,55.2058610000,-1.7040810000
739000,2017-11-17 00:00:00Z,NE61 3DF,Detached,Established,Freehold,HEBRON HILL,THE FARMHOUSE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
445000,2018-12-03 00:00:00Z,NE61 3DF,Terraced,Established,Freehold,HEBRON HILL,THE ELMS,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
550000,2018-08-21 00:00:00Z,NE61 3DF,Detached,Established,Freehold,HEBRON HILL,THORNFIELD HOUSE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
495000,2018-10-30 00:00:00Z,NE61 3DF,Terraced,Established,Freehold,HEBRON HILL,THE SYCAMORE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
399500,2018-11-13 00:00:00Z,NE61 3DF,Semi-Detached,Established,Freehold,HEBRON HILL,WOODSIDE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
465000,2018-06-13 00:00:00Z,NE61 3DF,Other,Established,Freehold,HEBRON HILL,THE FIRS,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Additional,Addition,55.2058610000,-1.7040810000
495000,2018-08-17 00:00:00Z,NE61 3DF,Terraced,Established,Freehold,HEBRON HILL,THE WILLOWS,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
389500,2018-10-26 00:00:00Z,NE61 3DF,Semi-Detached,Established,Freehold,HEBRON HILL,OAKLANDS,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
338500,2019-03-18 00:00:00Z,NE61 3DF,Detached,Established,Freehold,HEBRON HILL,THE COTTAGE,,,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND,Standard,Addition,55.2058610000,-1.7040810000
