135000,2013-12-20 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,13,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
172500,2013-12-20 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,5,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
177950,2013-12-20 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,17,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
140000,2013-12-20 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,15,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
160000,2013-12-20 00:00:00Z,CT9 4FG,Semi-Detached,New Build,Freehold,1,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
135000,2013-12-20 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,11,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
165000,2014-10-02 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,7,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
189950,2014-06-27 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,133,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
170000,2014-06-27 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,125,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
175000,2014-12-19 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,111,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
179950,2014-07-11 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,113,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
170000,2014-06-30 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,123,,STAR LANE,,MARGATE,THANET,KENT,Additional,Addition,51.3602280000,1.3877230000
189950,2014-06-27 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,131,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
168000,2014-05-14 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,21,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
174950,2014-04-24 00:00:00Z,CT9 4FG,Terraced,New Build,Freehold,19,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
143950,2014-06-30 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,117,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
195000,2014-03-28 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,107,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
184950,2014-03-31 00:00:00Z,CT9 4FG,Semi-Detached,New Build,Freehold,3,,STAR LANE LINK,,MARGATE,THANET,KENT,Standard,Addition,51.3602010000,1.3889560000
185000,2014-03-28 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,105,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
165000,2014-09-26 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,127,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
165000,2014-06-30 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,121,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
199950,2014-08-04 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,129,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
179950,2014-03-31 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,109,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
188950,2014-08-08 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,137,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
189950,2014-06-30 00:00:00Z,CT9 4FF,Semi-Detached,New Build,Freehold,135,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
143000,2014-06-26 00:00:00Z,CT9 4FF,Terraced,New Build,Freehold,119,,STAR LANE,,MARGATE,THANET,KENT,Standard,Addition,51.3602280000,1.3877230000
