180000,2016-07-11 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR112,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
75000,2016-06-30 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CRA12,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
75000,2016-07-04 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CRA11,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
75000,2016-07-05 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CRA10,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
110000,2016-07-08 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR113,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
180000,2016-09-01 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR115,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
110000,2016-07-26 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR101,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
110000,2016-08-17 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR108,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
75000,2016-06-17 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR110,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
110000,2016-07-11 00:00:00Z,LL32 8HX,Other,New Build,Leasehold,CAERHUN HALL,ROOM CR111,,,CONWY,CONWY,CONWY,Additional,Addition,53.2178060000,-3.8376770000
