145000,1997-10-01 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,MANOR COTTAGE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
197500,1999-04-01 00:00:00Z,TR2 4EH,Semi-Detached,New Build,Freehold,WOODFORD HOUSE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
249000,2000-11-10 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,TRENOWTH,EASTWOOD HOUSE,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
233000,2000-12-18 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,HIGH SHERRIFF HOUSE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
226500,2001-04-19 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,WOODFORD HOUSE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
200000,2003-12-19 00:00:00Z,TR2 4EH,Detached,Established,Freehold,THE  BUNGALOW,2,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
465000,2005-05-16 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,WOODFORD HOUSE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
475000,2007-05-02 00:00:00Z,TR2 4EH,Terraced,Established,Freehold,TRENOWTH,MIDDLETON HOUSE,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
675000,2008-04-25 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,RALPHS COTTAGE,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
500000,2008-07-16 00:00:00Z,TR2 4EH,Detached,Established,Freehold,TRENOWTH,,,GRAMPOUND ROAD,TRURO,CARRICK,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
445000,2009-08-28 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,MANOR COTTAGE,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
205000,2010-01-11 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,BAT LODGE,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
660000,2011-09-16 00:00:00Z,TR2 4EH,Detached,Established,Freehold,TRENOWTH MILL,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
490000,2017-07-26 00:00:00Z,TR2 4EH,Semi-Detached,Established,Freehold,WOODFORD HOUSE,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
497500,2017-08-24 00:00:00Z,TR2 4EH,Detached,Established,Freehold,TRENOWTH MILL,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
339950,2019-09-19 00:00:00Z,TR2 4EH,Other,Established,Freehold,KEEPERS COTTAGE,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Additional,Addition,50.3191350000,-4.9077390000
760000,2020-02-07 00:00:00Z,TR2 4EH,Detached,Established,Freehold,TRENOWTH,,,GRAMPOUND ROAD,TRURO,CORNWALL,CORNWALL,Standard,Addition,50.3191350000,-4.9077390000
