31500000,2017-07-31 00:00:00Z,B40 1PS,Other,Established,Leasehold,CROWNE PLAZA HOTEL,,PENDIGO WAY,,BIRMINGHAM,SOLIHULL,WEST MIDLANDS,Additional,Addition,52.4475960000,-1.7160560000
9360300,2018-03-07 00:00:00Z,B40 1PQ,Other,Established,Leasehold,N E C HOUSE,,BICKENHILL LANE,,BIRMINGHAM,SOLIHULL,WEST MIDLANDS,Additional,Addition,52.4542510000,-1.7268360000
10675943,2019-12-12 00:00:00Z,B40 1QA,Other,Established,Leasehold,EXPRESS BY HOLIDAY INN,,BICKENHILL PARKWAY,,BIRMINGHAM,SOLIHULL,WEST MIDLANDS,Additional,Addition,52.4636440000,-1.7159520000
50721488,2019-08-22 00:00:00Z,B40 1PS,Other,Established,Leasehold,CROWNE PLAZA HOTEL,,PENDIGO WAY,,BIRMINGHAM,SOLIHULL,WEST MIDLANDS,Additional,Addition,52.4475960000,-1.7160560000
