82000,1999-10-08 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,39,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
105000,2001-03-23 00:00:00Z,TF13 6DE,Semi-Detached,Established,Freehold,37,,,STRETTON WESTWOOD,MUCH WENLOCK,BRIDGNORTH,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
85000,2002-02-18 00:00:00Z,TF13 6DE,Semi-Detached,Established,Freehold,43,,,STRETTON WESTWOOD,MUCH WENLOCK,BRIDGNORTH,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
190000,2006-10-12 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,38,,,STRETTON WESTWOOD,MUCH WENLOCK,BRIDGNORTH,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
340000,2014-11-03 00:00:00Z,TF13 6DE,Detached,Established,Freehold,36,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
222000,2015-10-14 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,39,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
165000,2016-10-28 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,40,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
195000,2019-05-31 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,40,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
247000,2020-06-03 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,39,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
260000,2022-02-28 00:00:00Z,TF13 6DE,Terraced,Established,Freehold,39,,,STRETTON WESTWOOD,MUCH WENLOCK,SHROPSHIRE,SHROPSHIRE,Standard,Addition,52.5847820000,-2.5875520000
