1050000,2018-01-03 00:00:00Z,CM23 1JG,Other,Established,Freehold,WICKHAM HALL,BAILEY HILLS,HADHAM ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Additional,Addition,51.8864490000,0.1406750000
435000,2019-11-22 00:00:00Z,CM23 2YG,Semi-Detached,New Build,Freehold,13,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
430000,2019-11-26 00:00:00Z,CM23 2YG,Semi-Detached,New Build,Freehold,11,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
488500,2019-12-06 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,23,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
480000,2019-12-06 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,15,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
1336900,2019-12-03 00:00:00Z,CM23 2YF,Other,New Build,Freehold,108,,NEWLAND AVENUE,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Additional,Addition,51.8812800000,0.1419950000
490000,2019-11-26 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,17,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
570000,2019-11-22 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,9,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
360000,2019-11-29 00:00:00Z,CM23 2YF,Terraced,New Build,Freehold,122,,NEWLAND AVENUE,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812800000,0.1419950000
600000,2019-12-16 00:00:00Z,CM23 2YJ,Detached,New Build,Freehold,12,,HAYES DRIVE,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8814910000,0.1437490000
405000,2019-12-10 00:00:00Z,CM23 2YJ,Detached,New Build,Freehold,8,,HAYES DRIVE,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8814910000,0.1437490000
490000,2019-12-04 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,19,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
360000,2019-11-29 00:00:00Z,CM23 2YF,Terraced,New Build,Freehold,124,,NEWLAND AVENUE,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812800000,0.1419950000
437500,2019-12-19 00:00:00Z,CM23 2YH,Semi-Detached,New Build,Freehold,2,,SPRIGGS STREET,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8814890000,0.1428920000
490000,2019-12-10 00:00:00Z,CM23 2YG,Detached,New Build,Freehold,21,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.8812330000,0.1435910000
1290000,2019-12-03 00:00:00Z,CM23 2YG,Other,Established,Freehold,14,,THORPE ROAD,,"BISHOP'S STORTFORD",EAST HERTFORDSHIRE,HERTFORDSHIRE,Additional,Addition,51.8812330000,0.1435910000
