53000,1995-01-30 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,5,,,LEVERTON,HUNGERFORD,NEWBURY,BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
95000,1995-06-23 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,10,,,LEVERTON,HUNGERFORD,NEWBURY,BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
92500,1995-08-10 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,6,,,LEVERTON,HUNGERFORD,NEWBURY,BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
100000,1996-07-05 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,7,,,LEVERTON,HUNGERFORD,NEWBURY,BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
96100,1998-04-14 00:00:00Z,RG17 0TA,Semi-Detached,Established,Freehold,1,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
106000,1999-01-29 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,9,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
160000,1999-11-08 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,9,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
148000,2000-06-02 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,7,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
275000,2005-03-11 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,10,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
280000,2006-09-04 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,10,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
250000,2008-02-18 00:00:00Z,RG17 0TA,Detached,Established,Freehold,LEVERTON FARM BUILDINGS,UNIT 2,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
285000,2013-12-19 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,7,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
395000,2015-03-11 00:00:00Z,RG17 0TA,Terraced,Established,Freehold,10,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
410000,2021-12-22 00:00:00Z,RG17 0TA,Semi-Detached,Established,Freehold,2,,,LEVERTON,HUNGERFORD,WEST BERKSHIRE,WEST BERKSHIRE,Standard,Addition,51.4286070000,-1.5221950000
