700000,2000-05-22 00:00:00Z,EC2N 4AJ,Terraced,Established,Freehold,46,,BISHOPSGATE,,LONDON,CITY OF LONDON,GREATER LONDON,Standard,Addition,51.5150330000,-0.0826600000
4200000,2014-02-25 00:00:00Z,EC2N 2QQ,Other,Established,Leasehold,28,BASEMENT,AUSTIN FRIARS,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5152420000,-0.0861100000
110964,2014-06-02 00:00:00Z,EC2N 1AP,Other,Established,Freehold,111,,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5153450000,-0.0846790000
176550,2014-06-05 00:00:00Z,EC2N 2AN,Other,Established,Leasehold,27A,,THROGMORTON STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5149650000,-0.0860530000
171672,2015-01-02 00:00:00Z,EC2N 4AW,Other,Established,Leasehold,"HASILWOOD HOUSE, 60 - 64",SECOND AND THIRD FLOORS,BISHOPSGATE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5151320000,-0.0825290000
17071781,2015-07-13 00:00:00Z,EC2N 2AN,Other,Established,Leasehold,25,,THROGMORTON STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5149650000,-0.0860530000
7200000,2015-04-17 00:00:00Z,EC2N 2JA,Semi-Detached,Established,Freehold,19,,GREAT WINCHESTER STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5161050000,-0.0855550000
2323285,2015-04-22 00:00:00Z,EC2N 4AY,Other,Established,Leasehold,"SALESFORCE TOWER, 110",VILLAGE 2 FLOOR 6,BISHOPSGATE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5163760000,-0.0812060000
200000,2016-06-23 00:00:00Z,EC2N 2AX,Other,Established,Leasehold,1,,BARTHOLOMEW LANE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5144890000,-0.0875660000
260000000,2017-12-20 00:00:00Z,EC2N 1HZ,Other,Established,Freehold,33,,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5159460000,-0.0837440000
336970,2017-08-24 00:00:00Z,EC2N 1HQ,Other,Established,Leasehold,TOWER 42,LEAF C 11TH FLOOR,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5152620000,-0.0840200000
32365000,2017-06-27 00:00:00Z,EC2N 2BY,Other,Established,Leasehold,19,,THROGMORTON AVENUE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5167070000,-0.0860340000
99000000,2017-06-30 00:00:00Z,EC2N 1ER,Other,Established,Freehold,"PINNERS HALL, 105 - 108",,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5157910000,-0.0844440000
28180000,2017-08-16 00:00:00Z,EC2N 2JA,Other,Established,Freehold,21,,GREAT WINCHESTER STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5161050000,-0.0855550000
27342500,2017-01-13 00:00:00Z,EC2N 4AW,Other,Established,Leasehold,"HASILWOOD HOUSE, 60 - 64",,BISHOPSGATE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5151320000,-0.0825290000
7075000,2017-08-14 00:00:00Z,EC2N 2JA,Other,Established,Freehold,19,,GREAT WINCHESTER STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5161050000,-0.0855550000
432705,2018-10-22 00:00:00Z,EC2N 1HU,Other,Established,Leasehold,45,,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5161750000,-0.0832320000
5000,2018-10-19 00:00:00Z,EC2N 1HQ,Other,Established,Leasehold,"TOWER 42, 25",PAVILION UNIT 3,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5152620000,-0.0840200000
7750000,2018-11-08 00:00:00Z,EC2N 2HE,Other,Established,Freehold,13,,AUSTIN FRIARS,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5159090000,-0.0856360000
8750000,2018-06-26 00:00:00Z,EC2N 2DL,Other,Established,Leasehold,4 - 6,,THROGMORTON AVENUE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5162470000,-0.0865440000
39050000,2018-11-28 00:00:00Z,EC2N 2QP,Other,Established,Leasehold,23,,AUSTIN FRIARS,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5157210000,-0.0861220000
3076,2018-01-31 00:00:00Z,EC2N 1HQ,Other,Established,Leasehold,"TOWER 42, 25",PAVILION UNIT 3,OLD BROAD STREET,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5152620000,-0.0840200000
10496150,2019-08-20 00:00:00Z,EC2N 4BQ,Other,Established,Freehold,22,,BISHOPSGATE,,LONDON,CITY OF LONDON,GREATER LONDON,Additional,Addition,51.5141490000,-0.0834930000
