93000,1998-05-28 00:00:00Z,NR21 8QA,Detached,Established,Freehold,BRIDGE HOUSE,,BRIDGE CLOSE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8400230000,0.8521650000
244000,2012-10-24 00:00:00Z,NR21 8QA,Detached,Established,Freehold,BRIDGE HOUSE,,BRIDGE CLOSE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8400230000,0.8521650000
1675000,2018-08-31 00:00:00Z,NR21 8JR,Other,Established,Freehold,BRICK KILN FARM,,RUDHAM STILE LANE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Additional,Addition,52.8400670000,0.8548410000
1800000,2019-01-10 00:00:00Z,NR21 8QB,Other,Established,Freehold,38,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Additional,Addition,52.8409950000,0.8551540000
265000,2020-10-01 00:00:00Z,NR21 8QB,Semi-Detached,New Build,Freehold,37,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
289500,2020-11-20 00:00:00Z,NR21 8QB,Detached,New Build,Freehold,1,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
250000,2020-12-18 00:00:00Z,NR21 8QG,Semi-Detached,New Build,Freehold,4,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
279500,2020-12-21 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,1,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
250000,2020-12-18 00:00:00Z,NR21 8QG,Semi-Detached,New Build,Freehold,6,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
285000,2020-03-09 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,25,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
220000,2020-05-01 00:00:00Z,NR21 8QB,Semi-Detached,New Build,Freehold,2,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
385000,2020-03-13 00:00:00Z,NR21 8QB,Detached,New Build,Freehold,35,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
270000,2020-06-01 00:00:00Z,NR21 8QB,Semi-Detached,New Build,Freehold,42,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
211000,2020-06-26 00:00:00Z,NR21 8QB,Semi-Detached,New Build,Freehold,39,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
360000,2020-07-24 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,21,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
282500,2021-03-31 00:00:00Z,NR21 8QG,Semi-Detached,New Build,Freehold,32,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
385000,2021-04-22 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,8,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
382500,2021-04-07 00:00:00Z,NR21 8QB,Detached,New Build,Freehold,4,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
343000,2021-03-31 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,26,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
285000,2021-04-23 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,30,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
285000,2021-04-09 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,2,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
348000,2021-02-26 00:00:00Z,NR21 8QB,Detached,New Build,Freehold,40,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
282500,2021-05-28 00:00:00Z,NR21 8QG,Semi-Detached,New Build,Freehold,34,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
385000,2021-04-30 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,28,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
371000,2021-06-04 00:00:00Z,NR21 8QB,Detached,New Build,Freehold,41,,BRICK KILN ROAD,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8409950000,0.8551540000
350000,2021-06-18 00:00:00Z,NR21 8QG,Detached,New Build,Freehold,22,,FARM DRIVE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Standard,Addition,52.8411500000,0.8565310000
250000,2022-02-10 00:00:00Z,NR21 8JS,Other,Established,Freehold,BRIDGE GARAGE,,WATER MOOR LANE,,FAKENHAM,NORTH NORFOLK,NORFOLK,Additional,Addition,52.8411740000,0.8525670000
