70000,1996-09-27 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,55,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
175000,1997-05-02 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,8,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
185000,1997-09-30 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,15,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
170000,1997-06-27 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,4,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
176000,1997-08-27 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,6,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
99950,1997-10-31 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,20,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
190000,1997-11-28 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,16,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
155000,1997-10-20 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,7,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
250000,1997-12-19 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,19,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
185000,1997-10-16 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,5,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
185000,1997-06-30 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,9,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
200000,1998-07-31 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,31,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
195000,1998-06-30 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,29,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
150000,1998-01-26 00:00:00Z,NN17 3EP,Detached,Established,Freehold,17,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
215000,1998-11-27 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,27,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
220000,1998-05-29 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,38,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
200000,1998-12-18 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,37,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
194995,1998-05-29 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,26,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
95000,1998-05-29 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,25,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
220000,1998-07-31 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,30,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
90995,1998-05-29 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,22,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
95000,1999-06-30 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,23,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
237500,1999-07-15 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,54,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
96500,1999-03-11 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,24,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
100000,1999-04-16 00:00:00Z,NN17 3EP,Semi-Detached,New Build,Freehold,21,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
210000,1999-08-27 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,50,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
258000,1999-04-30 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,28,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
215000,1999-10-29 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,2,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
220000,1999-10-29 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,53,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
210000,1999-06-25 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,32,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
253000,2000-04-20 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,3,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
250000,2000-05-26 00:00:00Z,NN17 3EP,Detached,New Build,Freehold,10,,,DEENETHORPE,CORBY,EAST NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Standard,Addition,52.5161470000,-0.5907580000
