32880,1995-10-19 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,42,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
34954,1995-09-29 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,37,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
45263,1995-08-11 00:00:00Z,M3 6AH,Terraced,New Build,Leasehold,58,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
34335,1995-09-29 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,41,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
42995,1995-10-13 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,36,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
68305,1995-03-06 00:00:00Z,M3 6JG,Flats/Maisonettes,New Build,Leasehold,28,,LINEN COURT,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4881930000,-2.2644560000
46995,1995-12-22 00:00:00Z,M3 6AB,Semi-Detached,New Build,Leasehold,12,,CHIFFON WAY,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4890410000,-2.2632260000
41645,1995-08-11 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,59,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
44995,1995-09-15 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,35,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
45998,1995-08-11 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,57,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
44995,1995-10-13 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,32,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
39296,1995-08-04 00:00:00Z,M3 6AH,Terraced,New Build,Leasehold,51,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
42995,1995-08-04 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,47,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
42165,1995-11-24 00:00:00Z,M3 6AB,Semi-Detached,New Build,Leasehold,14,,CHIFFON WAY,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4890410000,-2.2632260000
46605,1995-12-21 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,3,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
33410,1995-09-22 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,44,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
41645,1995-09-22 00:00:00Z,M3 6AB,Semi-Detached,New Build,Leasehold,2,,CHIFFON WAY,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4890410000,-2.2632260000
41796,1995-06-23 00:00:00Z,M3 6AB,Semi-Detached,New Build,Leasehold,4,,CHIFFON WAY,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4890410000,-2.2632260000
37500,1995-06-09 00:00:00Z,M3 6BH,Flats/Maisonettes,Established,Leasehold,8,,BROTHERTON DRIVE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4860190000,-2.2601180000
49995,1995-11-03 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,31,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
36495,1995-10-06 00:00:00Z,M3 6AH,Terraced,New Build,Leasehold,30,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
45625,1995-07-14 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,53,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
40845,1995-08-25 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,54,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
35495,1995-11-24 00:00:00Z,M3 6AH,Terraced,New Build,Leasehold,27,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
31370,1995-09-29 00:00:00Z,M3 6AH,Flats/Maisonettes,New Build,Leasehold,38,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
40000,1995-07-28 00:00:00Z,M3 6JG,Detached,Established,Leasehold,24,,LINEN COURT,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4881930000,-2.2644560000
44950,1995-11-23 00:00:00Z,M3 6AH,Semi-Detached,New Build,Leasehold,25,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
45655,1995-03-17 00:00:00Z,M3 6JG,Flats/Maisonettes,New Build,Leasehold,48,,LINEN COURT,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4881930000,-2.2644560000
48475,1995-05-03 00:00:00Z,M3 6JG,Flats/Maisonettes,New Build,Leasehold,45,,LINEN COURT,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4881930000,-2.2644560000
34250,1995-10-27 00:00:00Z,M3 6BH,Flats/Maisonettes,Established,Leasehold,22,,BROTHERTON DRIVE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4860190000,-2.2601180000
34495,1995-07-21 00:00:00Z,M3 6AH,Terraced,New Build,Leasehold,50,,CALICO CLOSE,SALFORD,SALFORD,SALFORD,GREATER MANCHESTER,Standard,Addition,53.4884030000,-2.2632220000
