36000,1995-09-27 00:00:00Z,BH15 4PR,Flats/Maisonettes,Established,Leasehold,1,FLAT B,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7256310000,-2.0148940000
34500,1995-08-18 00:00:00Z,BH15 4PX,Flats/Maisonettes,Established,Leasehold,129,FLAT A,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7271240000,-2.0155610000
55000,1995-05-09 00:00:00Z,BH15 4JS,Semi-Detached,Established,Freehold,11,,GALLOWAY ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7242540000,-2.0181460000
44500,1995-03-30 00:00:00Z,BH15 4PT,Terraced,Established,Freehold,10A,,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7259190000,-2.0144130000
54500,1995-01-09 00:00:00Z,BH15 4PX,Terraced,Established,Freehold,109,,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7271240000,-2.0155610000
32000,1995-07-27 00:00:00Z,BH15 4JF,Flats/Maisonettes,Established,Leasehold,122,,FRESHWATER DRIVE,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7226360000,-2.0176560000
60000,1995-12-15 00:00:00Z,BH15 4PA,Semi-Detached,Established,Freehold,59,,INGLESHAM WAY,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7231500000,-2.0114650000
55500,1995-01-12 00:00:00Z,BH15 4JS,Terraced,Established,Freehold,67,,GALLOWAY ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7242540000,-2.0181460000
35000,1995-07-11 00:00:00Z,BH15 4JE,Flats/Maisonettes,Established,Leasehold,6,,FRESHWATER DRIVE,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7227720000,-2.0166500000
49500,1995-07-10 00:00:00Z,BH15 4JJ,Detached,Established,Freehold,416,,BLANDFORD ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7254070000,-2.0153900000
33250,1995-05-31 00:00:00Z,BH15 4JD,Flats/Maisonettes,Established,Leasehold,26,,DAWKINS ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7236510000,-2.0167210000
14000,1995-07-12 00:00:00Z,BH16 5DB,Flats/Maisonettes,Established,Leasehold,34,,JUNCTION ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7257650000,-2.0196210000
54500,1995-08-08 00:00:00Z,BH15 4JG,Terraced,Established,Freehold,208,,FRESHWATER DRIVE,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7220340000,-2.0166360000
52950,1995-09-29 00:00:00Z,BH15 4LD,Semi-Detached,Established,Freehold,56,,CARISBROOKE CRESCENT,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7211980000,-2.0156440000
51000,1995-04-13 00:00:00Z,BH15 4QF,Terraced,Established,Freehold,171,,HEWITT ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7253800000,-2.0122590000
55500,1995-05-31 00:00:00Z,BH15 4HZ,Detached,Established,Freehold,46,,HOYAL ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7201980000,-2.0159410000
37500,1995-01-16 00:00:00Z,BH15 4PR,Flats/Maisonettes,Established,Leasehold,3,FLAT B,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7256310000,-2.0148940000
55000,1995-08-31 00:00:00Z,BH15 4JS,Terraced,Established,Freehold,69,,GALLOWAY ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7242540000,-2.0181460000
32000,1995-05-26 00:00:00Z,BH15 4JD,Flats/Maisonettes,Established,Leasehold,8,,DAWKINS ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7236510000,-2.0167210000
51500,1995-04-28 00:00:00Z,BH15 4PP,Semi-Detached,Established,Freehold,34,,INGLESHAM WAY,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7240490000,-2.0127690000
47000,1995-06-02 00:00:00Z,BH15 4PR,Terraced,Established,Freehold,41,,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7256310000,-2.0148940000
69950,1995-06-14 00:00:00Z,BH15 4PZ,Detached,Established,Freehold,80,,SYMES ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7268010000,-2.0130950000
54500,1995-12-20 00:00:00Z,BH15 4LA,Semi-Detached,Established,Freehold,67,,CARISBROOKE CRESCENT,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7213600000,-2.0146520000
59000,1995-06-30 00:00:00Z,BH15 4QD,Semi-Detached,Established,Freehold,107,,HEWITT ROAD,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7253350000,-2.0127410000
38500,1995-08-04 00:00:00Z,BH15 4JF,Flats/Maisonettes,Established,Leasehold,162,,FRESHWATER DRIVE,POOLE,POOLE,POOLE,POOLE,Standard,Addition,50.7226360000,-2.0176560000
