68000,1995-09-13 00:00:00Z,EX19 8EH,Terraced,Established,Freehold,THE OLD GRANARY,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8333860000,-3.9857100000
107000,1997-03-27 00:00:00Z,EX19 8EH,Terraced,Established,Freehold,CORNWHEELS,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8333860000,-3.9857100000
240000,1999-10-07 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,LAKESLAND FARM,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
84250,1999-01-08 00:00:00Z,EX19 8EH,Terraced,Established,Freehold,THE OLD GRANARY,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8333860000,-3.9857100000
116500,2000-03-24 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,THE OLD COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
125000,2001-06-05 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,SPLATT COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
450000,2002-11-08 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,LAKESLAND FARM,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
249950,2006-04-19 00:00:00Z,EX19 8EH,Detached,Established,Freehold,CORNWHEELS,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8333860000,-3.9857100000
239950,2006-06-14 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,SPLATT COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
287500,2007-07-13 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,SPLATT COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
265000,2007-12-07 00:00:00Z,EX19 8EH,Terraced,Established,Freehold,FORGE COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8333860000,-3.9857100000
250000,2014-02-28 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,THE OLD COTTAGE,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
230000,2018-11-30 00:00:00Z,EX19 8EQ,Detached,Established,Freehold,NEWER PARK BARN,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Standard,Addition,50.8301630000,-3.9844170000
1100000,2019-01-18 00:00:00Z,EX19 8EH,Other,Established,Freehold,COLEHOUSE FARM,,,BROADWOODKELLY,WINKLEIGH,WEST DEVON,DEVON,Additional,Addition,50.8333860000,-3.9857100000
