80000,2003-11-27 00:00:00Z,NE41 8JP,Detached,Established,Freehold,BRADLEY HALL FARM,WEST COTTAGE,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
245000,2015-10-16 00:00:00Z,NE41 8JP,Semi-Detached,Established,Freehold,BRADLEY HALL FARM,EAST COTTAGE,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
310000,2015-07-31 00:00:00Z,NE41 8JP,Semi-Detached,Established,Freehold,BRADLEY HALL FARM,WEST COTTAGE,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
180000,2016-07-21 00:00:00Z,NE41 8JP,Other,Established,Freehold,BRADLEY HALL FARM,MEADOW VIEW,,,WYLAM,GATESHEAD,TYNE AND WEAR,Additional,Addition,54.9637820000,-1.8147650000
420000,2017-12-08 00:00:00Z,NE41 8JP,Other,Established,Freehold,BRADLEY HALL FARM,"UNIT 1, SWALLOWS LODGE",,,WYLAM,GATESHEAD,TYNE AND WEAR,Additional,Addition,54.9637820000,-1.8147650000
435000,2017-12-06 00:00:00Z,NE41 8JP,Semi-Detached,Established,Freehold,BRADLEY HALL FARM,THE COACH HOUSE,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
390000,2017-06-19 00:00:00Z,NE41 8JP,Terraced,Established,Freehold,BRADLEY HALL FARM,SPRING HOUSE,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
420000,2017-03-30 00:00:00Z,NE41 8JP,Terraced,Established,Freehold,BRADLEY HALL FARM,THE DAIRY,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
385000,2019-10-04 00:00:00Z,NE41 8JP,Detached,Established,Freehold,BRADLEY HALL FARM,THE STABLES,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
410000,2019-09-04 00:00:00Z,NE41 8JP,Detached,Established,Freehold,BRADLEY FARM,,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
450000,2020-07-22 00:00:00Z,NE41 8JP,Other,Established,Freehold,BRADLEY HALL FARM,WOODLANDS,,,WYLAM,GATESHEAD,TYNE AND WEAR,Additional,Addition,54.9637820000,-1.8147650000
382500,2021-03-12 00:00:00Z,NE41 8JP,Detached,Established,Freehold,BRADLEY HALL FARM,MEADOW VIEW,,,WYLAM,GATESHEAD,TYNE AND WEAR,Standard,Addition,54.9637820000,-1.8147650000
