51500,1996-09-20 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,WARWICK HOUSE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
30000,1998-05-22 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,BEECH COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
32000,2001-08-03 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,BEECH COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
49950,2002-08-12 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,BEECH COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
49500,2002-12-02 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,BEECH COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
160000,2003-10-17 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,WARWICK HOUSE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
93900,2007-04-05 00:00:00Z,CA6 5QD,Terraced,Established,Freehold,WARWICKSLAND,CHERRY COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
180000,2010-10-08 00:00:00Z,CA6 5QD,Semi-Detached,Established,Freehold,WARWICKSLAND,WARWICK HOUSE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
210000,2013-08-16 00:00:00Z,CA6 5QD,Detached,Established,Freehold,WARWICKSLAND COTTAGE,,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
150000,2013-12-20 00:00:00Z,CA6 5QD,Terraced,Established,Freehold,WARWICKSLAND,HAZEL COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
265000,2016-12-06 00:00:00Z,CA6 5QD,Detached,Established,Freehold,WARWICKSLAND FARMHOUSE,,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
90000,2018-11-06 00:00:00Z,CA6 5QD,Terraced,Established,Freehold,WARWICKSLAND,CHERRY COTTAGE,,PENTON,CARLISLE,CARLISLE,CUMBRIA,Standard,Addition,55.0858420000,-2.8645860000
