30000,1995-10-20 00:00:00Z,IP27 9LQ,Detached,Established,Freehold,18,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
56000,1995-02-27 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,9,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
60000,1997-09-05 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,9,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
28600,1999-12-09 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,7,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
78500,2000-06-06 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,9,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
60000,2000-07-21 00:00:00Z,IP27 9LQ,Detached,Established,Freehold,9A,,,SEDGE FEN,BRANDON,ST EDMUNDSBURY,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
68000,2002-03-04 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,4,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
88950,2002-11-15 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,6,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
132750,2002-11-15 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,12,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
93000,2002-11-22 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,9,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
138000,2003-11-21 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,12,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
157000,2004-09-01 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,12,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
95000,2004-03-11 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,8,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
105500,2004-02-27 00:00:00Z,IP27 9LQ,Terraced,Established,Freehold,7,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
180000,2006-03-03 00:00:00Z,IP27 9LQ,Detached,Established,Freehold,SHIPPEA HILL,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
80000,2011-01-10 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,5,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
155000,2011-04-21 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,12,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
163000,2012-07-06 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,5,,,SEDGE FEN,BRANDON,FOREST HEATH,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
135000,2020-11-11 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,11,,,SEDGE FEN,BRANDON,WEST SUFFOLK,SUFFOLK,Additional,Addition,52.4319230000,0.4464510000
250000,2021-04-27 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,12,,,SEDGE FEN,BRANDON,WEST SUFFOLK,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
242500,2021-07-09 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,11,,,SEDGE FEN,BRANDON,WEST SUFFOLK,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
180000,2021-08-05 00:00:00Z,IP27 9LQ,Semi-Detached,Established,Freehold,13,,,SEDGE FEN,BRANDON,WEST SUFFOLK,SUFFOLK,Standard,Addition,52.4319230000,0.4464510000
