1020000,2014-10-10 00:00:00Z,BD99 4YX,Other,Established,Freehold,18,,CANAL ROAD,,BRADFORD,BRADFORD,WEST YORKSHIRE,Additional,Addition,53.7971210000,-1.7490740000
8300000,2017-01-24 00:00:00Z,BD99 4XB,Other,Established,Freehold,18,,CANAL ROAD,,BRADFORD,BRADFORD,WEST YORKSHIRE,Additional,Addition,53.7969330000,-1.7491660000
2193000,2020-09-18 00:00:00Z,BD99 2XG,Other,Established,Freehold,OTTO HOUSE,,INGLEBY ROAD,,BRADFORD,BRADFORD,WEST YORKSHIRE,Additional,Addition,53.7933770000,-1.7837830000
