80000,2000-06-30 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,2,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
140000,2001-10-02 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,4,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
160000,2002-07-04 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,2,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
249000,2006-09-29 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,2,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
387500,2007-05-31 00:00:00Z,CB8 8PA,Detached,Established,Freehold,6,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
310000,2008-06-23 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,4,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
245000,2009-06-29 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,2,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
338000,2014-10-17 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,4,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
490000,2014-09-22 00:00:00Z,CB8 8PA,Detached,Established,Freehold,"THE THATCHED COTTAGE, 6",,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
365000,2019-10-08 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,2,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
425000,2019-04-12 00:00:00Z,CB8 8PA,Semi-Detached,Established,Freehold,4,,,SILVERLEY,NEWMARKET,EAST CAMBRIDGESHIRE,CAMBRIDGESHIRE,Standard,Addition,52.2135780000,0.4947460000
