174995,2012-04-30 00:00:00Z,GL15 5GF,Semi-Detached,New Build,Freehold,1,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
174995,2012-04-30 00:00:00Z,GL15 5GD,Semi-Detached,New Build,Freehold,10,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7193380000,-2.5181000000
115000,2012-10-31 00:00:00Z,GL15 5GG,Flats/Maisonettes,New Build,Leasehold,33,,OVERSTREET GREEN,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7186690000,-2.5190770000
174995,2012-06-29 00:00:00Z,GL15 5GF,Semi-Detached,New Build,Freehold,3,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
174995,2012-08-31 00:00:00Z,GL15 5GF,Semi-Detached,New Build,Freehold,11,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
174995,2012-08-17 00:00:00Z,GL15 5GF,Semi-Detached,New Build,Freehold,9,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
112000,2012-10-26 00:00:00Z,GL15 5GG,Flats/Maisonettes,New Build,Leasehold,21,,OVERSTREET GREEN,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7186690000,-2.5190770000
170000,2012-08-01 00:00:00Z,GL15 5GB,Terraced,New Build,Freehold,29,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7197590000,-2.5185390000
138500,2012-06-28 00:00:00Z,GL15 5GF,Terraced,New Build,Freehold,6,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
179995,2012-10-12 00:00:00Z,GL15 5GB,Terraced,New Build,Freehold,35,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7197590000,-2.5185390000
119995,2012-10-31 00:00:00Z,GL15 5GG,Flats/Maisonettes,New Build,Leasehold,32,,OVERSTREET GREEN,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7186690000,-2.5190770000
137000,2012-05-21 00:00:00Z,GL15 5GF,Semi-Detached,New Build,Freehold,4,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
174995,2012-09-03 00:00:00Z,GL15 5GD,Semi-Detached,New Build,Freehold,12,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7193380000,-2.5181000000
184995,2012-12-21 00:00:00Z,GL15 5GB,Semi-Detached,Established,Freehold,27,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7197590000,-2.5185390000
138995,2013-12-06 00:00:00Z,GL15 5GD,Terraced,Established,Freehold,84,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7193380000,-2.5181000000
149995,2013-06-28 00:00:00Z,GL15 5GF,Terraced,New Build,Freehold,17,,BLEDISLOE WAY,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7191600000,-2.5196900000
156995,2013-03-08 00:00:00Z,GL15 5GB,Terraced,New Build,Freehold,33,,PAR FOUR LANE,,LYDNEY,FOREST OF DEAN,GLOUCESTERSHIRE,Standard,Addition,51.7197590000,-2.5185390000
