135000,1997-04-11 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,LEAT COTTAGE,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
255000,1998-08-19 00:00:00Z,EX16 9JA,Detached,Established,Freehold,EXERIDGE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
145000,2000-10-20 00:00:00Z,EX16 9JA,Semi-Detached,Established,Freehold,LITTLE HAMSLADE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
192000,2003-12-04 00:00:00Z,EX16 9JA,Semi-Detached,Established,Freehold,LITTLE HAMSLADE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
225000,2003-12-03 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,CASTLELAND,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
360000,2006-08-09 00:00:00Z,EX16 9JA,Terraced,Established,Freehold,OAKFORD BRIDGE,RIVERSIDE,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
275000,2006-11-23 00:00:00Z,EX16 9JB,Detached,Established,Freehold,OLD POLICE HOUSE,,,OAKFORD,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9825670000,-3.5444200000
355000,2007-07-30 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,CASTLELAND,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
285000,2007-03-01 00:00:00Z,EX16 9JA,Semi-Detached,Established,Freehold,LITTLE HAMSLADE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
285000,2013-11-28 00:00:00Z,EX16 9JB,Detached,Established,Freehold,OLD POLICE HOUSE,,,OAKFORD,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9825670000,-3.5444200000
445000,2014-08-15 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,OLD SMITHY,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
290000,2014-04-15 00:00:00Z,EX16 9JA,Detached,Established,Freehold,HAMSLADE COTTAGE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
384000,2016-04-29 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,EXERIDGE FARM,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
512000,2017-08-23 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,THE OLD SMITHY,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
708000,2020-11-30 00:00:00Z,EX16 9JA,Detached,Established,Freehold,OAKFORD BRIDGE,EXERIDGE FARM,,BAMPTON,TIVERTON,MID DEVON,DEVON,Standard,Addition,50.9862110000,-3.5402530000
1900000,2020-05-05 00:00:00Z,EX16 9JA,Other,Established,Freehold,VALERIDGE,,,BAMPTON,TIVERTON,MID DEVON,DEVON,Additional,Addition,50.9862110000,-3.5402530000
