5000,2017-07-28 00:00:00Z,CF39 8AX,Other,Established,Freehold,PLOT 2 RHIWGARN FAWR FARM,,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
5500,2018-08-10 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOT 5,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
360000,2020-04-03 00:00:00Z,CF39 8AX,Other,Established,Freehold,HOME FARM,,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
500,2020-11-19 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 71-75,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
850,2020-11-19 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 76 - 81,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1000,2020-04-28 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIW GARN FAWR FARM,PLOTS 15 22 29 19 20 21 16 17 AND 18,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
2000,2020-09-03 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 39-41,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1000,2020-10-09 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 44, 51 AND 52",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
2000,2020-10-07 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 24-27,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1000,2020-04-03 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 31, 38 AND 45",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
3000,2021-05-15 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 125 136 AND 147,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
2500,2021-04-23 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 116 - 118,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1800,2021-01-26 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 208 - 212,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
250,2021-06-08 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 97, 98, 99, 127, 182 AND 188",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
2000,2021-06-08 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,PLOTS 163 - 167,,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1250,2021-06-08 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 128, 129, 157, 168, 179 AND 190",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
1750,2021-06-08 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 138, 139, 193, 194 AND 195",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
2500,2021-03-26 00:00:00Z,CF39 8AX,Other,Established,Freehold,RHIWGARN FAWR FARM,"PLOTS 105, 106 AND 107",,,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,Additional,Addition,51.5963210000,-3.4083000000
