367500,2016-11-30 00:00:00Z,RG2 6AG,Flats/Maisonettes,Established,Leasehold,2,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
421500,2016-11-21 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,285,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
520000,2016-11-29 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,287,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
475000,2016-11-25 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,289,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
440000,2016-11-28 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,279,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
485000,2016-12-09 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,281,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
430000,2017-12-14 00:00:00Z,RG2 6AF,Terraced,Established,Freehold,48,,CHAMPLAIN STREET,,READING,READING,READING,Additional,Addition,51.4269940000,-0.9961450000
417500,2017-01-31 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,7,,MAINE STREET,,READING,READING,READING,Additional,Addition,51.4273700000,-0.9948850000
415000,2017-03-10 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,8,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
476000,2017-03-15 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,12,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
525000,2017-03-21 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,1,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
417500,2017-03-29 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,17,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
479000,2017-04-03 00:00:00Z,RG2 6AB,Terraced,Established,Freehold,295,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
525000,2017-04-07 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,293,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
466500,2017-04-06 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,14,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
446500,2017-04-11 00:00:00Z,RG2 6AH,Terraced,Established,Freehold,25,,VERMONT STREET,,READING,READING,READING,Standard,Addition,51.4269300000,-0.9939020000
421500,2017-04-13 00:00:00Z,RG2 6AH,Terraced,Established,Freehold,23,,VERMONT STREET,,READING,READING,READING,Standard,Addition,51.4269300000,-0.9939020000
454000,2017-04-20 00:00:00Z,RG2 6AH,Terraced,Established,Freehold,27,,VERMONT STREET,,READING,READING,READING,Standard,Addition,51.4269300000,-0.9939020000
479000,2017-04-20 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,19,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
425000,2017-03-28 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,15,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
477500,2017-04-19 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,11,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
477500,2017-05-11 00:00:00Z,RG2 6AF,Semi-Detached,Established,Freehold,6,,CHAMPLAIN STREET,,READING,READING,READING,Standard,Addition,51.4269940000,-0.9961450000
501500,2017-05-08 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,21,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
518000,2017-05-10 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,23,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
471500,2017-05-12 00:00:00Z,RG2 6AF,Semi-Detached,Established,Freehold,4,,CHAMPLAIN STREET,,READING,READING,READING,Standard,Addition,51.4269940000,-0.9961450000
417500,2017-01-27 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,5,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
517500,2017-02-21 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,9,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
407500,2017-02-07 00:00:00Z,RG2 6AG,Terraced,Established,Freehold,3,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
470000,2017-02-28 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,283,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
465000,2017-03-01 00:00:00Z,RG2 6AG,Semi-Detached,Established,Freehold,6,,MAINE STREET,,READING,READING,READING,Standard,Addition,51.4273700000,-0.9948850000
524700,2017-03-13 00:00:00Z,RG2 6AB,Semi-Detached,Established,Freehold,291,,LONGWATER AVENUE,,READING,READING,READING,Standard,Addition,51.4264030000,-0.9932810000
411500,2017-06-23 00:00:00Z,RG2 6AF,Terraced,Established,Freehold,14,,CHAMPLAIN STREET,,READING,READING,READING,Standard,Addition,51.4269940000,-0.9961450000
500000,2017-08-29 00:00:00Z,RG2 6AF,Terraced,Established,Freehold,22,,CHAMPLAIN STREET,,READING,READING,READING,Standard,Addition,51.4269940000,-0.9961450000
