299995,2016-06-23 00:00:00Z,TN11 0FB,Flats/Maisonettes,New Build,Leasehold,10,,BAKER LANE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1876990000,0.2909690000
649995,2016-08-05 00:00:00Z,TN11 0FN,Detached,New Build,Freehold,8,,VALLEY CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1865380000,0.2905540000
294995,2016-03-08 00:00:00Z,TN11 0FB,Terraced,New Build,Freehold,6,,BAKER LANE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1876990000,0.2909690000
344995,2016-05-06 00:00:00Z,TN11 0FB,Semi-Detached,New Build,Freehold,14,,BAKER LANE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1876990000,0.2909690000
349995,2016-05-13 00:00:00Z,TN11 0FL,Terraced,New Build,Freehold,5,,HEADLEY CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1862740000,0.2903690000
535995,2016-05-16 00:00:00Z,TN11 0FL,Detached,New Build,Freehold,4,,HEADLEY CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1862740000,0.2903690000
294995,2016-03-08 00:00:00Z,TN11 0FB,Terraced,New Build,Freehold,4,,BAKER LANE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1876990000,0.2909690000
249995,2016-11-07 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,2,FLAT 2,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
258995,2016-11-15 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,2,FLAT 6,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
255995,2016-11-11 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,2,FLAT 4,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
204995,2016-11-15 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,4,FLAT 2,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
249995,2016-11-14 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,2,FLAT 1,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
258995,2016-11-15 00:00:00Z,TN11 0FH,Flats/Maisonettes,New Build,Leasehold,2,FLAT 3,OAKSHOTT CLOSE,,TONBRIDGE,TONBRIDGE AND MALLING,KENT,Standard,Addition,51.1857910000,0.2901440000
