81000,1998-03-31 00:00:00Z,DN21 1QA,Detached,Established,Freehold,BELT FARM,,THE BELT ROAD,GAINSBOROUGH,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Standard,Addition,53.4083660000,-0.7486990000
2000000,2013-11-30 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 46,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
2000000,2013-11-30 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 18,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
176000,2014-02-11 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 21,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
498000,2015-06-30 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 18,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
390000,2016-09-27 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 6,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
588500,2017-07-21 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 30,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
750000,2019-05-23 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 18,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
338500,2020-12-21 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 8,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
600000,2020-08-04 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 30,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
475000,2021-12-03 00:00:00Z,DN21 1QB,Other,Established,Freehold,UNIT 23,,CORRINGHAM ROAD INDUSTRIAL ESTATE,,GAINSBOROUGH,WEST LINDSEY,LINCOLNSHIRE,Additional,Addition,53.4038220000,-0.7431760000
